accuracy,iteration,trial,embed_dim,hidden_dim,train_vocab_size,alpha,learning_rate,max_iter
0.019230769230769232,150,14,2,2,20,1e-05,0.001,150
0.0,10,15,2,2,20,1e-05,0.001,150
0.0,20,15,2,2,20,1e-05,0.001,150
0.0,30,15,2,2,20,1e-05,0.001,150
0.019230769230769232,40,15,2,2,20,1e-05,0.001,150
0.019230769230769232,50,15,2,2,20,1e-05,0.001,150
0.038461538461538464,60,15,2,2,20,1e-05,0.001,150
0.019230769230769232,70,15,2,2,20,1e-05,0.001,150
0.019230769230769232,80,15,2,2,20,1e-05,0.001,150
0.038461538461538464,90,15,2,2,20,1e-05,0.001,150
0.038461538461538464,100,15,2,2,20,1e-05,0.001,150
0.038461538461538464,110,15,2,2,20,1e-05,0.001,150
0.019230769230769232,120,15,2,2,20,1e-05,0.001,150
0.019230769230769232,130,15,2,2,20,1e-05,0.001,150
0.019230769230769232,140,15,2,2,20,1e-05,0.001,150
0.0,150,15,2,2,20,1e-05,0.001,150
0.0,10,16,2,2,20,1e-05,0.001,150
0.0,20,16,2,2,20,1e-05,0.001,150
0.0,30,16,2,2,20,1e-05,0.001,150
0.0,40,16,2,2,20,1e-05,0.001,150
0.0,50,16,2,2,20,1e-05,0.001,150
0.0,60,16,2,2,20,1e-05,0.001,150
0.0,70,16,2,2,20,1e-05,0.001,150
0.0,80,16,2,2,20,1e-05,0.001,150
0.0,90,16,2,2,20,1e-05,0.001,150
0.0,100,16,2,2,20,1e-05,0.001,150
0.0,110,16,2,2,20,1e-05,0.001,150
0.0,120,16,2,2,20,1e-05,0.001,150
0.0,130,16,2,2,20,1e-05,0.001,150
0.0,140,16,2,2,20,1e-05,0.001,150
0.0,150,16,2,2,20,1e-05,0.001,150
0.0,10,17,2,2,20,1e-05,0.001,150
0.0,20,17,2,2,20,1e-05,0.001,150
0.019230769230769232,30,17,2,2,20,1e-05,0.001,150
0.038461538461538464,40,17,2,2,20,1e-05,0.001,150
0.038461538461538464,50,17,2,2,20,1e-05,0.001,150
0.0,60,17,2,2,20,1e-05,0.001,150
0.019230769230769232,70,17,2,2,20,1e-05,0.001,150
0.019230769230769232,80,17,2,2,20,1e-05,0.001,150
0.0,90,17,2,2,20,1e-05,0.001,150
0.019230769230769232,100,17,2,2,20,1e-05,0.001,150
0.019230769230769232,110,17,2,2,20,1e-05,0.001,150
0.0,120,17,2,2,20,1e-05,0.001,150
0.0,130,17,2,2,20,1e-05,0.001,150
0.0,140,17,2,2,20,1e-05,0.001,150
0.019230769230769232,150,17,2,2,20,1e-05,0.001,150
0.0,10,18,2,2,20,1e-05,0.001,150
0.0,20,18,2,2,20,1e-05,0.001,150
0.0,30,18,2,2,20,1e-05,0.001,150
0.0,40,18,2,2,20,1e-05,0.001,150
0.0,50,18,2,2,20,1e-05,0.001,150
0.0,60,18,2,2,20,1e-05,0.001,150
0.0,70,18,2,2,20,1e-05,0.001,150
0.0,80,18,2,2,20,1e-05,0.001,150
0.0,90,18,2,2,20,1e-05,0.001,150
0.019230769230769232,100,18,2,2,20,1e-05,0.001,150
0.019230769230769232,110,18,2,2,20,1e-05,0.001,150
0.019230769230769232,120,18,2,2,20,1e-05,0.001,150
0.0,130,18,2,2,20,1e-05,0.001,150
0.0,140,18,2,2,20,1e-05,0.001,150
0.038461538461538464,150,18,2,2,20,1e-05,0.001,150
0.0,10,19,2,2,20,1e-05,0.001,150
0.0,20,19,2,2,20,1e-05,0.001,150
0.0,30,19,2,2,20,1e-05,0.001,150
0.0,40,19,2,2,20,1e-05,0.001,150
0.0,50,19,2,2,20,1e-05,0.001,150
0.0,60,19,2,2,20,1e-05,0.001,150
0.0,70,19,2,2,20,1e-05,0.001,150
0.0,80,19,2,2,20,1e-05,0.001,150
0.0,90,19,2,2,20,1e-05,0.001,150
0.0,100,19,2,2,20,1e-05,0.001,150
0.0,110,19,2,2,20,1e-05,0.001,150
0.0,120,19,2,2,20,1e-05,0.001,150
0.0,130,19,2,2,20,1e-05,0.001,150
0.0,140,19,2,2,20,1e-05,0.001,150
0.0,150,19,2,2,20,1e-05,0.001,150
0.0,10,20,2,2,20,1e-05,0.001,150
0.0,20,20,2,2,20,1e-05,0.001,150
0.0,30,20,2,2,20,1e-05,0.001,150
0.0,40,20,2,2,20,1e-05,0.001,150
0.0,50,20,2,2,20,1e-05,0.001,150
0.0,60,20,2,2,20,1e-05,0.001,150
0.0,70,20,2,2,20,1e-05,0.001,150
0.0,80,20,2,2,20,1e-05,0.001,150
0.0,90,20,2,2,20,1e-05,0.001,150
0.019230769230769232,100,20,2,2,20,1e-05,0.001,150
0.019230769230769232,110,20,2,2,20,1e-05,0.001,150
0.019230769230769232,120,20,2,2,20,1e-05,0.001,150
0.0,130,20,2,2,20,1e-05,0.001,150
0.0,140,20,2,2,20,1e-05,0.001,150
0.0,150,20,2,2,20,1e-05,0.001,150
0.0,10,1,2,2,20,1e-05,0.01,150
0.0,20,1,2,2,20,1e-05,0.01,150
0.0,30,1,2,2,20,1e-05,0.01,150
0.0,40,1,2,2,20,1e-05,0.01,150
0.0,50,1,2,2,20,1e-05,0.01,150
0.019230769230769232,60,1,2,2,20,1e-05,0.01,150
0.019230769230769232,70,1,2,2,20,1e-05,0.01,150
0.019230769230769232,80,1,2,2,20,1e-05,0.01,150
0.019230769230769232,90,1,2,2,20,1e-05,0.01,150
0.019230769230769232,100,1,2,2,20,1e-05,0.01,150
0.0,110,1,2,2,20,1e-05,0.01,150
0.0,120,1,2,2,20,1e-05,0.01,150
0.0,130,1,2,2,20,1e-05,0.01,150
0.0,140,1,2,2,20,1e-05,0.01,150
0.0,150,1,2,2,20,1e-05,0.01,150
0.0,10,2,2,2,20,1e-05,0.01,150
0.0,20,2,2,2,20,1e-05,0.01,150
0.0,30,2,2,2,20,1e-05,0.01,150
0.0,40,2,2,2,20,1e-05,0.01,150
0.0,50,2,2,2,20,1e-05,0.01,150
0.0,60,2,2,2,20,1e-05,0.01,150
0.0,70,2,2,2,20,1e-05,0.01,150
0.0,80,2,2,2,20,1e-05,0.01,150
0.0,90,2,2,2,20,1e-05,0.01,150
0.0,100,2,2,2,20,1e-05,0.01,150
0.0,110,2,2,2,20,1e-05,0.01,150
0.019230769230769232,120,2,2,2,20,1e-05,0.01,150
0.019230769230769232,130,2,2,2,20,1e-05,0.01,150
0.019230769230769232,140,2,2,2,20,1e-05,0.01,150
0.019230769230769232,150,2,2,2,20,1e-05,0.01,150
0.0,10,3,2,2,20,1e-05,0.01,150
0.0,20,3,2,2,20,1e-05,0.01,150
0.0,30,3,2,2,20,1e-05,0.01,150
0.0,40,3,2,2,20,1e-05,0.01,150
0.0,50,3,2,2,20,1e-05,0.01,150
0.0,60,3,2,2,20,1e-05,0.01,150
0.0,70,3,2,2,20,1e-05,0.01,150
0.0,80,3,2,2,20,1e-05,0.01,150
0.019230769230769232,90,3,2,2,20,1e-05,0.01,150
0.0,100,3,2,2,20,1e-05,0.01,150
0.0,110,3,2,2,20,1e-05,0.01,150
0.019230769230769232,120,3,2,2,20,1e-05,0.01,150
0.019230769230769232,130,3,2,2,20,1e-05,0.01,150
0.019230769230769232,140,3,2,2,20,1e-05,0.01,150
0.0,150,3,2,2,20,1e-05,0.01,150
0.0,10,4,2,2,20,1e-05,0.01,150
0.0,20,4,2,2,20,1e-05,0.01,150
0.0,30,4,2,2,20,1e-05,0.01,150
0.0,40,4,2,2,20,1e-05,0.01,150
0.0,50,4,2,2,20,1e-05,0.01,150
0.0,60,4,2,2,20,1e-05,0.01,150
0.0,70,4,2,2,20,1e-05,0.01,150
0.0,80,4,2,2,20,1e-05,0.01,150
0.0,90,4,2,2,20,1e-05,0.01,150
0.019230769230769232,100,4,2,2,20,1e-05,0.01,150
0.019230769230769232,110,4,2,2,20,1e-05,0.01,150
0.019230769230769232,120,4,2,2,20,1e-05,0.01,150
0.019230769230769232,130,4,2,2,20,1e-05,0.01,150
0.019230769230769232,140,4,2,2,20,1e-05,0.01,150
0.019230769230769232,150,4,2,2,20,1e-05,0.01,150
0.0,10,5,2,2,20,1e-05,0.01,150
0.0,20,5,2,2,20,1e-05,0.01,150
0.0,30,5,2,2,20,1e-05,0.01,150
0.0,40,5,2,2,20,1e-05,0.01,150
0.0,50,5,2,2,20,1e-05,0.01,150
0.0,60,5,2,2,20,1e-05,0.01,150
0.0,70,5,2,2,20,1e-05,0.01,150
0.0,80,5,2,2,20,1e-05,0.01,150
0.038461538461538464,90,5,2,2,20,1e-05,0.01,150
0.019230769230769232,100,5,2,2,20,1e-05,0.01,150
0.038461538461538464,110,5,2,2,20,1e-05,0.01,150
0.038461538461538464,120,5,2,2,20,1e-05,0.01,150
0.0,130,5,2,2,20,1e-05,0.01,150
0.038461538461538464,140,5,2,2,20,1e-05,0.01,150
0.038461538461538464,150,5,2,2,20,1e-05,0.01,150
0.0,10,6,2,2,20,1e-05,0.01,150
0.0,20,6,2,2,20,1e-05,0.01,150
0.0,30,6,2,2,20,1e-05,0.01,150
0.0,40,6,2,2,20,1e-05,0.01,150
0.0,50,6,2,2,20,1e-05,0.01,150
0.019230769230769232,60,6,2,2,20,1e-05,0.01,150
0.0,70,6,2,2,20,1e-05,0.01,150
0.0,80,6,2,2,20,1e-05,0.01,150
0.019230769230769232,90,6,2,2,20,1e-05,0.01,150
0.0,100,6,2,2,20,1e-05,0.01,150
0.019230769230769232,110,6,2,2,20,1e-05,0.01,150
0.0,120,6,2,2,20,1e-05,0.01,150
0.057692307692307696,130,6,2,2,20,1e-05,0.01,150
0.057692307692307696,140,6,2,2,20,1e-05,0.01,150
0.038461538461538464,150,6,2,2,20,1e-05,0.01,150
0.0,10,7,2,2,20,1e-05,0.01,150
0.0,20,7,2,2,20,1e-05,0.01,150
0.0,30,7,2,2,20,1e-05,0.01,150
0.0,40,7,2,2,20,1e-05,0.01,150
0.019230769230769232,50,7,2,2,20,1e-05,0.01,150
0.019230769230769232,60,7,2,2,20,1e-05,0.01,150
0.019230769230769232,70,7,2,2,20,1e-05,0.01,150
0.019230769230769232,80,7,2,2,20,1e-05,0.01,150
0.019230769230769232,90,7,2,2,20,1e-05,0.01,150
0.019230769230769232,100,7,2,2,20,1e-05,0.01,150
0.019230769230769232,110,7,2,2,20,1e-05,0.01,150
0.019230769230769232,120,7,2,2,20,1e-05,0.01,150
0.019230769230769232,130,7,2,2,20,1e-05,0.01,150
0.019230769230769232,140,7,2,2,20,1e-05,0.01,150
0.019230769230769232,150,7,2,2,20,1e-05,0.01,150
0.0,10,8,2,2,20,1e-05,0.01,150
0.0,20,8,2,2,20,1e-05,0.01,150
0.0,30,8,2,2,20,1e-05,0.01,150
0.0,40,8,2,2,20,1e-05,0.01,150
0.0,50,8,2,2,20,1e-05,0.01,150
0.019230769230769232,60,8,2,2,20,1e-05,0.01,150
0.019230769230769232,70,8,2,2,20,1e-05,0.01,150
0.0,80,8,2,2,20,1e-05,0.01,150
0.0,90,8,2,2,20,1e-05,0.01,150
0.0,100,8,2,2,20,1e-05,0.01,150
0.0,110,8,2,2,20,1e-05,0.01,150
0.0,120,8,2,2,20,1e-05,0.01,150
0.0,130,8,2,2,20,1e-05,0.01,150
0.0,140,8,2,2,20,1e-05,0.01,150
0.019230769230769232,150,8,2,2,20,1e-05,0.01,150
0.0,10,9,2,2,20,1e-05,0.01,150
0.019230769230769232,20,9,2,2,20,1e-05,0.01,150
0.0,30,9,2,2,20,1e-05,0.01,150
0.019230769230769232,40,9,2,2,20,1e-05,0.01,150
0.019230769230769232,50,9,2,2,20,1e-05,0.01,150
0.019230769230769232,60,9,2,2,20,1e-05,0.01,150
0.019230769230769232,70,9,2,2,20,1e-05,0.01,150
0.019230769230769232,80,9,2,2,20,1e-05,0.01,150
0.019230769230769232,90,9,2,2,20,1e-05,0.01,150
0.019230769230769232,100,9,2,2,20,1e-05,0.01,150
0.019230769230769232,110,9,2,2,20,1e-05,0.01,150
0.0,120,9,2,2,20,1e-05,0.01,150
0.0,130,9,2,2,20,1e-05,0.01,150
0.019230769230769232,140,9,2,2,20,1e-05,0.01,150
0.019230769230769232,150,9,2,2,20,1e-05,0.01,150
0.0,10,10,2,2,20,1e-05,0.01,150
0.0,20,10,2,2,20,1e-05,0.01,150
0.0,30,10,2,2,20,1e-05,0.01,150
0.0,40,10,2,2,20,1e-05,0.01,150
0.019230769230769232,50,10,2,2,20,1e-05,0.01,150
0.019230769230769232,60,10,2,2,20,1e-05,0.01,150
0.0,70,10,2,2,20,1e-05,0.01,150
0.0,80,10,2,2,20,1e-05,0.01,150
0.0,90,10,2,2,20,1e-05,0.01,150
0.0,100,10,2,2,20,1e-05,0.01,150
0.0,110,10,2,2,20,1e-05,0.01,150
0.0,120,10,2,2,20,1e-05,0.01,150
0.0,130,10,2,2,20,1e-05,0.01,150
0.0,140,10,2,2,20,1e-05,0.01,150
0.0,150,10,2,2,20,1e-05,0.01,150
0.0,10,11,2,2,20,1e-05,0.01,150
0.0,20,11,2,2,20,1e-05,0.01,150
0.019230769230769232,30,11,2,2,20,1e-05,0.01,150
0.0,40,11,2,2,20,1e-05,0.01,150
0.0,50,11,2,2,20,1e-05,0.01,150
0.038461538461538464,60,11,2,2,20,1e-05,0.01,150
0.038461538461538464,70,11,2,2,20,1e-05,0.01,150
0.038461538461538464,80,11,2,2,20,1e-05,0.01,150
0.038461538461538464,90,11,2,2,20,1e-05,0.01,150
0.0,100,11,2,2,20,1e-05,0.01,150
0.057692307692307696,110,11,2,2,20,1e-05,0.01,150
0.09615384615384616,120,11,2,2,20,1e-05,0.01,150
0.038461538461538464,130,11,2,2,20,1e-05,0.01,150
0.11538461538461539,140,11,2,2,20,1e-05,0.01,150
0.17307692307692307,150,11,2,2,20,1e-05,0.01,150
0.0,10,12,2,2,20,1e-05,0.01,150
0.019230769230769232,20,12,2,2,20,1e-05,0.01,150
0.019230769230769232,30,12,2,2,20,1e-05,0.01,150
0.038461538461538464,40,12,2,2,20,1e-05,0.01,150
0.038461538461538464,50,12,2,2,20,1e-05,0.01,150
0.038461538461538464,60,12,2,2,20,1e-05,0.01,150
0.0,70,12,2,2,20,1e-05,0.01,150
0.019230769230769232,80,12,2,2,20,1e-05,0.01,150
0.019230769230769232,90,12,2,2,20,1e-05,0.01,150
0.019230769230769232,100,12,2,2,20,1e-05,0.01,150
0.019230769230769232,110,12,2,2,20,1e-05,0.01,150
0.019230769230769232,120,12,2,2,20,1e-05,0.01,150
0.07692307692307693,130,12,2,2,20,1e-05,0.01,150
0.07692307692307693,140,12,2,2,20,1e-05,0.01,150
0.07692307692307693,150,12,2,2,20,1e-05,0.01,150
0.0,10,13,2,2,20,1e-05,0.01,150
0.0,20,13,2,2,20,1e-05,0.01,150
0.0,30,13,2,2,20,1e-05,0.01,150
0.0,40,13,2,2,20,1e-05,0.01,150
0.0,50,13,2,2,20,1e-05,0.01,150
0.0,60,13,2,2,20,1e-05,0.01,150
0.019230769230769232,70,13,2,2,20,1e-05,0.01,150
0.019230769230769232,80,13,2,2,20,1e-05,0.01,150
0.019230769230769232,90,13,2,2,20,1e-05,0.01,150
0.019230769230769232,100,13,2,2,20,1e-05,0.01,150
0.019230769230769232,110,13,2,2,20,1e-05,0.01,150
0.019230769230769232,120,13,2,2,20,1e-05,0.01,150
0.019230769230769232,130,13,2,2,20,1e-05,0.01,150
0.019230769230769232,140,13,2,2,20,1e-05,0.01,150
0.019230769230769232,150,13,2,2,20,1e-05,0.01,150
0.0,10,14,2,2,20,1e-05,0.01,150
0.0,20,14,2,2,20,1e-05,0.01,150
0.0,30,14,2,2,20,1e-05,0.01,150
0.0,40,14,2,2,20,1e-05,0.01,150
0.019230769230769232,50,14,2,2,20,1e-05,0.01,150
0.0,60,14,2,2,20,1e-05,0.01,150
0.0,70,14,2,2,20,1e-05,0.01,150
0.0,80,14,2,2,20,1e-05,0.01,150
0.0,90,14,2,2,20,1e-05,0.01,150
0.0,100,14,2,2,20,1e-05,0.01,150
0.0,110,14,2,2,20,1e-05,0.01,150
0.0,120,14,2,2,20,1e-05,0.01,150
0.0,130,14,2,2,20,1e-05,0.01,150
0.0,140,14,2,2,20,1e-05,0.01,150
0.0,150,14,2,2,20,1e-05,0.01,150
0.0,10,15,2,2,20,1e-05,0.01,150
0.0,20,15,2,2,20,1e-05,0.01,150
0.0,30,15,2,2,20,1e-05,0.01,150
0.0,40,15,2,2,20,1e-05,0.01,150
0.0,50,15,2,2,20,1e-05,0.01,150
0.0,60,15,2,2,20,1e-05,0.01,150
0.019230769230769232,70,15,2,2,20,1e-05,0.01,150
0.038461538461538464,80,15,2,2,20,1e-05,0.01,150
0.057692307692307696,90,15,2,2,20,1e-05,0.01,150
0.057692307692307696,100,15,2,2,20,1e-05,0.01,150
0.038461538461538464,110,15,2,2,20,1e-05,0.01,150
0.019230769230769232,120,15,2,2,20,1e-05,0.01,150
0.057692307692307696,130,15,2,2,20,1e-05,0.01,150
0.057692307692307696,140,15,2,2,20,1e-05,0.01,150
0.057692307692307696,150,15,2,2,20,1e-05,0.01,150
0.0,10,16,2,2,20,1e-05,0.01,150
0.0,20,16,2,2,20,1e-05,0.01,150
0.019230769230769232,30,16,2,2,20,1e-05,0.01,150
0.0,40,16,2,2,20,1e-05,0.01,150
0.0,50,16,2,2,20,1e-05,0.01,150
0.0,60,16,2,2,20,1e-05,0.01,150
0.019230769230769232,70,16,2,2,20,1e-05,0.01,150
0.0,80,16,2,2,20,1e-05,0.01,150
0.0,90,16,2,2,20,1e-05,0.01,150
0.019230769230769232,100,16,2,2,20,1e-05,0.01,150
0.019230769230769232,110,16,2,2,20,1e-05,0.01,150
0.038461538461538464,120,16,2,2,20,1e-05,0.01,150
0.057692307692307696,130,16,2,2,20,1e-05,0.01,150
0.019230769230769232,140,16,2,2,20,1e-05,0.01,150
0.038461538461538464,150,16,2,2,20,1e-05,0.01,150
0.0,10,17,2,2,20,1e-05,0.01,150
0.0,20,17,2,2,20,1e-05,0.01,150
0.0,30,17,2,2,20,1e-05,0.01,150
0.0,40,17,2,2,20,1e-05,0.01,150
0.0,50,17,2,2,20,1e-05,0.01,150
0.019230769230769232,60,17,2,2,20,1e-05,0.01,150
0.019230769230769232,70,17,2,2,20,1e-05,0.01,150
0.019230769230769232,80,17,2,2,20,1e-05,0.01,150
0.019230769230769232,90,17,2,2,20,1e-05,0.01,150
0.019230769230769232,100,17,2,2,20,1e-05,0.01,150
0.019230769230769232,110,17,2,2,20,1e-05,0.01,150
0.019230769230769232,120,17,2,2,20,1e-05,0.01,150
0.038461538461538464,130,17,2,2,20,1e-05,0.01,150
0.0,140,17,2,2,20,1e-05,0.01,150
0.0,150,17,2,2,20,1e-05,0.01,150
0.0,10,18,2,2,20,1e-05,0.01,150
0.0,20,18,2,2,20,1e-05,0.01,150
0.0,30,18,2,2,20,1e-05,0.01,150
0.0,40,18,2,2,20,1e-05,0.01,150
0.0,50,18,2,2,20,1e-05,0.01,150
0.0,60,18,2,2,20,1e-05,0.01,150
0.0,70,18,2,2,20,1e-05,0.01,150
0.0,80,18,2,2,20,1e-05,0.01,150
0.0,90,18,2,2,20,1e-05,0.01,150
0.0,100,18,2,2,20,1e-05,0.01,150
0.0,110,18,2,2,20,1e-05,0.01,150
0.0,120,18,2,2,20,1e-05,0.01,150
0.0,130,18,2,2,20,1e-05,0.01,150
0.0,140,18,2,2,20,1e-05,0.01,150
0.0,150,18,2,2,20,1e-05,0.01,150
0.0,10,19,2,2,20,1e-05,0.01,150
0.0,20,19,2,2,20,1e-05,0.01,150
0.0,30,19,2,2,20,1e-05,0.01,150
0.0,40,19,2,2,20,1e-05,0.01,150
0.0,50,19,2,2,20,1e-05,0.01,150
0.0,60,19,2,2,20,1e-05,0.01,150
0.0,70,19,2,2,20,1e-05,0.01,150
0.0,80,19,2,2,20,1e-05,0.01,150
0.0,90,19,2,2,20,1e-05,0.01,150
0.0,100,19,2,2,20,1e-05,0.01,150
0.019230769230769232,110,19,2,2,20,1e-05,0.01,150
0.019230769230769232,120,19,2,2,20,1e-05,0.01,150
0.038461538461538464,130,19,2,2,20,1e-05,0.01,150
0.038461538461538464,140,19,2,2,20,1e-05,0.01,150
0.038461538461538464,150,19,2,2,20,1e-05,0.01,150
0.0,10,20,2,2,20,1e-05,0.01,150
0.019230769230769232,20,20,2,2,20,1e-05,0.01,150
0.038461538461538464,30,20,2,2,20,1e-05,0.01,150
0.038461538461538464,40,20,2,2,20,1e-05,0.01,150
0.019230769230769232,50,20,2,2,20,1e-05,0.01,150
0.019230769230769232,60,20,2,2,20,1e-05,0.01,150
0.019230769230769232,70,20,2,2,20,1e-05,0.01,150
0.019230769230769232,80,20,2,2,20,1e-05,0.01,150
0.019230769230769232,90,20,2,2,20,1e-05,0.01,150
0.019230769230769232,100,20,2,2,20,1e-05,0.01,150
0.019230769230769232,110,20,2,2,20,1e-05,0.01,150
0.038461538461538464,120,20,2,2,20,1e-05,0.01,150
0.019230769230769232,130,20,2,2,20,1e-05,0.01,150
0.019230769230769232,140,20,2,2,20,1e-05,0.01,150
0.038461538461538464,150,20,2,2,20,1e-05,0.01,150
0.0,10,1,2,2,20,0.0001,0.0001,150
0.0,20,1,2,2,20,0.0001,0.0001,150
0.0,30,1,2,2,20,0.0001,0.0001,150
0.0,40,1,2,2,20,0.0001,0.0001,150
0.0,50,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,60,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,70,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,80,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,90,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,100,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,110,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,120,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,130,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,140,1,2,2,20,0.0001,0.0001,150
0.019230769230769232,150,1,2,2,20,0.0001,0.0001,150
0.0,10,2,2,2,20,0.0001,0.0001,150
0.0,20,2,2,2,20,0.0001,0.0001,150
0.0,30,2,2,2,20,0.0001,0.0001,150
0.0,40,2,2,2,20,0.0001,0.0001,150
0.0,50,2,2,2,20,0.0001,0.0001,150
0.0,60,2,2,2,20,0.0001,0.0001,150
0.0,70,2,2,2,20,0.0001,0.0001,150
0.0,80,2,2,2,20,0.0001,0.0001,150
0.0,90,2,2,2,20,0.0001,0.0001,150
0.0,100,2,2,2,20,0.0001,0.0001,150
0.0,110,2,2,2,20,0.0001,0.0001,150
0.0,120,2,2,2,20,0.0001,0.0001,150
0.0,130,2,2,2,20,0.0001,0.0001,150
0.0,140,2,2,2,20,0.0001,0.0001,150
0.019230769230769232,150,2,2,2,20,0.0001,0.0001,150
0.0,10,3,2,2,20,0.0001,0.0001,150
0.0,20,3,2,2,20,0.0001,0.0001,150
0.0,30,3,2,2,20,0.0001,0.0001,150
0.0,40,3,2,2,20,0.0001,0.0001,150
0.038461538461538464,50,3,2,2,20,0.0001,0.0001,150
0.0,60,3,2,2,20,0.0001,0.0001,150
0.0,70,3,2,2,20,0.0001,0.0001,150
0.019230769230769232,80,3,2,2,20,0.0001,0.0001,150
0.038461538461538464,90,3,2,2,20,0.0001,0.0001,150
0.038461538461538464,100,3,2,2,20,0.0001,0.0001,150
0.057692307692307696,110,3,2,2,20,0.0001,0.0001,150
0.057692307692307696,120,3,2,2,20,0.0001,0.0001,150
0.057692307692307696,130,3,2,2,20,0.0001,0.0001,150
0.07692307692307693,140,3,2,2,20,0.0001,0.0001,150
0.11538461538461539,150,3,2,2,20,0.0001,0.0001,150
0.0,10,4,2,2,20,0.0001,0.0001,150
0.0,20,4,2,2,20,0.0001,0.0001,150
0.0,30,4,2,2,20,0.0001,0.0001,150
0.0,40,4,2,2,20,0.0001,0.0001,150
0.0,50,4,2,2,20,0.0001,0.0001,150
0.0,60,4,2,2,20,0.0001,0.0001,150
0.0,70,4,2,2,20,0.0001,0.0001,150
0.019230769230769232,80,4,2,2,20,0.0001,0.0001,150
0.019230769230769232,90,4,2,2,20,0.0001,0.0001,150
0.0,100,4,2,2,20,0.0001,0.0001,150
0.019230769230769232,110,4,2,2,20,0.0001,0.0001,150
0.038461538461538464,120,4,2,2,20,0.0001,0.0001,150
0.038461538461538464,130,4,2,2,20,0.0001,0.0001,150
0.038461538461538464,140,4,2,2,20,0.0001,0.0001,150
0.07692307692307693,150,4,2,2,20,0.0001,0.0001,150
0.0,10,5,2,2,20,0.0001,0.0001,150
0.0,20,5,2,2,20,0.0001,0.0001,150
0.019230769230769232,30,5,2,2,20,0.0001,0.0001,150
0.0,40,5,2,2,20,0.0001,0.0001,150
0.057692307692307696,50,5,2,2,20,0.0001,0.0001,150
0.057692307692307696,60,5,2,2,20,0.0001,0.0001,150
0.07692307692307693,70,5,2,2,20,0.0001,0.0001,150
0.07692307692307693,80,5,2,2,20,0.0001,0.0001,150
0.057692307692307696,90,5,2,2,20,0.0001,0.0001,150
0.057692307692307696,100,5,2,2,20,0.0001,0.0001,150
0.07692307692307693,110,5,2,2,20,0.0001,0.0001,150
0.09615384615384616,120,5,2,2,20,0.0001,0.0001,150
0.019230769230769232,130,5,2,2,20,0.0001,0.0001,150
0.07692307692307693,140,5,2,2,20,0.0001,0.0001,150
0.057692307692307696,150,5,2,2,20,0.0001,0.0001,150
0.0,10,6,2,2,20,0.0001,0.0001,150
0.0,20,6,2,2,20,0.0001,0.0001,150
0.0,30,6,2,2,20,0.0001,0.0001,150
0.0,40,6,2,2,20,0.0001,0.0001,150
0.019230769230769232,50,6,2,2,20,0.0001,0.0001,150
0.0,60,6,2,2,20,0.0001,0.0001,150
0.0,70,6,2,2,20,0.0001,0.0001,150
0.0,80,6,2,2,20,0.0001,0.0001,150
0.0,90,6,2,2,20,0.0001,0.0001,150
0.0,100,6,2,2,20,0.0001,0.0001,150
0.0,110,6,2,2,20,0.0001,0.0001,150
0.0,120,6,2,2,20,0.0001,0.0001,150
0.0,130,6,2,2,20,0.0001,0.0001,150
0.0,140,6,2,2,20,0.0001,0.0001,150
0.0,150,6,2,2,20,0.0001,0.0001,150
0.0,10,7,2,2,20,0.0001,0.0001,150
0.0,20,7,2,2,20,0.0001,0.0001,150
0.0,30,7,2,2,20,0.0001,0.0001,150
0.0,40,7,2,2,20,0.0001,0.0001,150
0.0,50,7,2,2,20,0.0001,0.0001,150
0.0,60,7,2,2,20,0.0001,0.0001,150
0.0,70,7,2,2,20,0.0001,0.0001,150
0.0,80,7,2,2,20,0.0001,0.0001,150
0.0,90,7,2,2,20,0.0001,0.0001,150
0.0,100,7,2,2,20,0.0001,0.0001,150
0.0,110,7,2,2,20,0.0001,0.0001,150
0.0,120,7,2,2,20,0.0001,0.0001,150
0.0,130,7,2,2,20,0.0001,0.0001,150
0.019230769230769232,140,7,2,2,20,0.0001,0.0001,150
0.0,150,7,2,2,20,0.0001,0.0001,150
0.0,10,8,2,2,20,0.0001,0.0001,150
0.0,20,8,2,2,20,0.0001,0.0001,150
0.0,30,8,2,2,20,0.0001,0.0001,150
0.0,40,8,2,2,20,0.0001,0.0001,150
0.0,50,8,2,2,20,0.0001,0.0001,150
0.0,60,8,2,2,20,0.0001,0.0001,150
0.0,70,8,2,2,20,0.0001,0.0001,150
0.0,80,8,2,2,20,0.0001,0.0001,150
0.0,90,8,2,2,20,0.0001,0.0001,150
0.0,100,8,2,2,20,0.0001,0.0001,150
0.0,110,8,2,2,20,0.0001,0.0001,150
0.0,120,8,2,2,20,0.0001,0.0001,150
0.0,130,8,2,2,20,0.0001,0.0001,150
0.0,140,8,2,2,20,0.0001,0.0001,150
0.0,150,8,2,2,20,0.0001,0.0001,150
0.0,10,9,2,2,20,0.0001,0.0001,150
